name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town
Harris Dental Christchurch | Lumino The Dentists,"62 Bealey Avenue, Christchurch Central City, Christchurch 8013, New Zealand",03 366 9982,+64 3 366 9982,https://lumino.co.nz/dentists/harris-dental-christchurch/?utm_source=google_business_profile&utm_medium=organic,4.6,31,OPERATIONAL,https://maps.google.com/?cid=11709674167018011831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Hillmorton Community Dental Clinic,"80-82 Sylvan Street, Middleton, Christchurch 8024, New Zealand",0800 846 983,+64 800 846 983,https://www.cdhb.health.nz/health-services/community-dental-service/,4.3,9,OPERATIONAL,https://maps.google.com/?cid=15948757592237844552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Hornby Community Dental Clinic,"2 Hei Hei Road, Hornby, Christchurch 8042, New Zealand",0800 846 983,+64 800 846 983,,5,5,OPERATIONAL,https://maps.google.com/?cid=10726337143810911105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Canterbury,Christchurch
Ilam Dental Centre,"110 Memorial Avenue, Burnside, Christchurch 8053, New Zealand",03 348 1602,+64 3 348 1602,http://www.ilamdental.co.nz/,4.7,63,OPERATIONAL,https://maps.google.com/?cid=3459757675075017875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Just Teeth,"4/49 Sir William Pickering Drive, Burnside, Christchurch 8053, New Zealand",03 357 2020,+64 3 357 2020,http://www.just-teeth.co.nz/,4.6,32,OPERATIONAL,https://maps.google.com/?cid=1601798930162761687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Linwood Ave Dental,"201A Linwood Avenue, Linwood, Christchurch 8011, New Zealand",03 389 6023,+64 3 389 6023,,4.3,40,OPERATIONAL,https://maps.google.com/?cid=5496929252571252806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Linwood Dental Centre,"211 Linwood Avenue, Linwood, Christchurch 8011, New Zealand",03 389 9730,+64 3 389 9730,https://linwooddentalcentre.co.nz/,3.8,12,OPERATIONAL,https://maps.google.com/?cid=18039055598809260780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Lumino On Cambridge Christchurch | Lumino The Dentists,"75 Cambridge Terrace, Christchurch Central City, Christchurch 8013, New Zealand",03 366 1948,+64 3 366 1948,https://lumino.co.nz/dentists/lumino-on-cambridge-christchurch/?utm_source=google_business_profile&utm_medium=organic,4.9,54,OPERATIONAL,https://maps.google.com/?cid=3708937451854349674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Lumino St Albans | Lumino The Dentists,"144 Cranford Street, St Albans, Christchurch 8014, New Zealand",03 355 9380,+64 3 355 9380,https://lumino.co.nz/dentists/lumino-st-albans/?utm_source=google_business_profile&utm_medium=organic,3.9,52,OPERATIONAL,https://maps.google.com/?cid=13089750789095057628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 7:30 AM – 4:30 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 7:30 AM – 5:00 PM; Friday: 7:30 AM – 4:30 PM; Saturday: 8:00 AM – 3:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Lumino The Dentist - Christchurch City CBD,"71 Gloucester Street, Christchurch Central City, Christchurch 8013, New Zealand",03 550 1428,+64 3 550 1428,https://lumino.co.nz/dentists/christchurch-city-cbd/?utm_source=google_business_profile&utm_medium=organic,4.5,54,OPERATIONAL,https://maps.google.com/?cid=15233995146640230742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Maidstone Dental,"78 Maidstone Road, Ilam, Christchurch 8041, New Zealand",03 357 0446,+64 3 357 0446,https://maidstonedental.co.nz/,4.9,86,OPERATIONAL,https://maps.google.com/?cid=8711245351245243854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Merivale Dental Group Christchurch,"184 Papanui Road, Merivale, Christchurch 8014, New Zealand",03 355 3888,+64 3 355 3888,https://merivaledental.co.nz/,5,55,OPERATIONAL,https://maps.google.com/?cid=3358149620022809149&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 2:30 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:30 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
North Avon Dental Christchurch | Lumino The Dentists,"2 North Avon Road, Richmond, Christchurch 8013, New Zealand",03 365 6767,+64 3 365 6767,https://lumino.co.nz/dentists/north-avon-dental-christchurch/?utm_source=google_business_profile&utm_medium=organic,4.1,35,OPERATIONAL,https://maps.google.com/?cid=644823218405117912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Northwest Dental,"296 Wairakei Road, Bryndwr, Christchurch 8053, New Zealand",03 359 8300,+64 3 359 8300,https://nwdental.co.nz/,5,69,OPERATIONAL,https://maps.google.com/?cid=17776724147532464964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Palms Dental centre,"25 Marshland Road, Shirley, Christchurch 8061, New Zealand",03 385 1466,+64 3 385 1466,http://www.palmsdentist.co.nz/,3.8,82,OPERATIONAL,https://maps.google.com/?cid=9264455013509658407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 8:00 PM; Tuesday: 8:30 AM – 8:00 PM; Wednesday: 8:30 AM – 7:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 5:45 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Papanui Dental Centre- Open Wide,"457 Papanui Road, Papanui, Christchurch 8053, New Zealand",03 352 6019,+64 3 352 6019,http://papanuidental.co.nz/,4.1,27,OPERATIONAL,https://maps.google.com/?cid=6416579424955668120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Pathway Dental,"1/110 Riccarton Road, Riccarton, Christchurch 8011, New Zealand",03 366 8866,+64 3 366 8866,https://www.pathwaydentists.co.nz/,4.9,275,OPERATIONAL,https://maps.google.com/?cid=6660264857974970299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,dental_clinic,Canterbury,Christchurch
QE2 Dental,"78 Rookwood Avenue, North New Brighton, Christchurch 8083, New Zealand",03 388 0881,+64 3 388 0881,https://qe2dental.co.nz/,4.3,48,OPERATIONAL,https://maps.google.com/?cid=509040173218930824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Redcliffs Dental,"178 Main Road, Redcliffs, Christchurch 8081, New Zealand",03 384 5038,+64 3 384 5038,https://www.redcliffsdental.co.nz/,5,11,OPERATIONAL,https://maps.google.com/?cid=4210952667942822975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 3:00 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Riccarton Dental Studio (Previously Stafford Dental Centre - Sockburn),"37 Main South Road, Sockburn, Christchurch 8042, New Zealand",03 366 1555,+64 3 366 1555,https://riccartondentalstudio.co.nz/,5,556,OPERATIONAL,https://maps.google.com/?cid=2327793586611262823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 9:00 PM; Tuesday: 8:30 AM – 9:00 PM; Wednesday: 8:30 AM – 9:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 9:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,dental_clinic,Canterbury,Christchurch
Richmond Village Dental,"45 North Avon Road, Richmond, Christchurch 8013, New Zealand",03 389 5923,+64 3 389 5923,https://richmondvillage.dental/,4.8,78,OPERATIONAL,https://maps.google.com/?cid=9142724364060526600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Riverside Dental Christchurch City,"69 Cambridge Terrace, City Centre, Christchurch 8013, New Zealand",03 366 1614,+64 3 366 1614,http://riversidedental.co.nz/,4.9,52,OPERATIONAL,https://maps.google.com/?cid=13470795469477124748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Shirley Dental Christchurch | Lumino The Dentists,"13 Marshland Road, Shirley, Christchurch 8061, New Zealand",03 385 2310,+64 3 385 2310,https://lumino.co.nz/dentists/shirley-dental-practice/?utm_source=google_business_profile&utm_medium=organic,4.2,30,OPERATIONAL,https://maps.google.com/?cid=16599999484635670654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Smile Concepts,"104 Colombo Street, Sydenham, Christchurch 8023, New Zealand",03 332 6399,+64 3 332 6399,http://www.smileconcepts.co.nz/,4.9,184,OPERATIONAL,https://maps.google.com/?cid=1382244786071358925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 6:30 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Smilesville Dental,"Riccarton, 131 Riccarton Road, Riccarton, Christchurch 8041, New Zealand",03 341 6800,+64 3 341 6800,https://www.smilesville.co.nz/,4.7,194,OPERATIONAL,https://maps.google.com/?cid=3117829297415785079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Studio Dental,"369 Papanui Road, Strowan, Christchurch 8052, New Zealand",03 366 3399,+64 3 366 3399,https://www.studiodental.nz/,5,197,OPERATIONAL,https://maps.google.com/?cid=16146123421837401325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Sydenham Dental Centre,"58 Wordsworth Street, Sydenham, Christchurch 8023, New Zealand",03 366 7429,+64 3 366 7429,https://www.sydenhamdentalcentre.co.nz/,4.1,183,OPERATIONAL,https://maps.google.com/?cid=4244079002428834183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 7:30 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Team Dental Bealey,"212 Bealey Avenue, Christchurch Central City, Christchurch 8013, New Zealand",03 595 0738,+64 3 595 0738,https://www.team-dental.co.nz/christchurch/bealey-avenue?utm_campaign=bealey&utm_medium=gbp&utm_source=google,4.8,102,OPERATIONAL,https://maps.google.com/?cid=9312900694082185217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Team Dental Papanui,"146 Harewood Road, Papanui, Christchurch 8053, New Zealand",03 354 3416,+64 3 354 3416,https://www.team-dental.co.nz/christchurch/papanui/?utm_campaign=papanui&utm_medium=gbp&utm_source=google,4.6,51,OPERATIONAL,https://maps.google.com/?cid=8873170887430602997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 8:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Team Dental Riccarton,"178 Riccarton Road, Riccarton, Christchurch 8041, New Zealand",03 341 1122,+64 3 341 1122,https://www.team-dental.co.nz/christchurch/riccarton/?utm_campaign=riccarton&utm_medium=gbp&utm_source=google,4.7,434,OPERATIONAL,https://maps.google.com/?cid=16547292212636178697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
The Teeth Whitening Lab - Christchurch Former Dental Therapist,"86A Halton Street, Strowan, Christchurch 8052, New Zealand",0274 103 355,+64 274 103 355,http://theteethwhiteninglabchch.co.nz/,5,4,OPERATIONAL,https://maps.google.com/?cid=9923641811339773949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: 9:00 AM – 5:00 PM,teeth_whitening,Canterbury,Christchurch
Waltham Dental Centre,"81 Waltham Road, Sydenham, Canterbury 8023, New Zealand",03 379 5146,+64 3 379 5146,http://www.walthamdental.co.nz/,4.5,36,OPERATIONAL,https://maps.google.com/?cid=2258066028163434909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Warrington Dental,"153 Innes Road, St Albans, Christchurch 8052, New Zealand",03 355 8081,+64 3 355 8081,,4.5,40,OPERATIONAL,https://maps.google.com/?cid=509285012815245340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Windsor Dental Centre,"142 Marshland Road, Shirley, Christchurch 8061, New Zealand",03 385 3778,+64 3 385 3778,http://www.windsordentalcentre.co.nz/,4.6,42,OPERATIONAL,https://maps.google.com/?cid=14587737609549959965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 7:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 7:00 PM; Thursday: 8:30 AM – 7:00 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Wisdom Dental,"140 Idris Road, Strowan, Christchurch 8052, New Zealand",03 242 0362,+64 3 242 0362,https://www.wisdomdental.co.nz/,5,29,OPERATIONAL,https://maps.google.com/?cid=10320472296032574140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Yaldhurst Dental,"7 Filly Place, Yaldhurst, Christchurch 8042, New Zealand",03 925 8127,+64 3 925 8127,http://www.yaldhurstdental.co.nz/,5,58,OPERATIONAL,https://maps.google.com/?cid=17215604610172298447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Darfield Dental Centre | Lumino The Dentists,"42 South Terrace, Darfield 7510, New Zealand",03 318 8392,+64 3 318 8392,https://lumino.co.nz/dentists/darfield-dental-canterbury/?utm_source=google_business_profile&utm_medium=organic,4.2,11,OPERATIONAL,https://maps.google.com/?cid=9594941092142740187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Darfield
Four Peaks Dental,"190 Talbot Street, Geraldine 7930, New Zealand",03 281 3537,+64 3 281 3537,http://fourpeaksdental.co.nz/,5,124,OPERATIONAL,https://maps.google.com/?cid=3856114513203415462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Geraldine
Hanmer Springs Health Centre,"Springs 7334, 59 Jacks Pass Road, Hanmer Springs 7334, New Zealand",03 315 7503,+64 3 315 7503,http://www.hanmermc.co.nz/,4.9,13,OPERATIONAL,https://maps.google.com/?cid=6640020710989150818,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Canterbury,Hanmer Springs
ConfiDental Laboratory and Clinic,"14 Evans Place, Kaiapoi 7630, New Zealand",03 327 8704,+64 3 327 8704,https://confidental.nz/,4.2,6,OPERATIONAL,https://maps.google.com/?cid=3619540689592657767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Kaiapoi
Dental Care Kaiapoi,"42 Charles Street, Kaiapoi 7630, New Zealand",03 327 9477,+64 3 327 9477,https://www.dentalcarekaiapoi.co.nz/,4.9,28,OPERATIONAL,https://maps.google.com/?cid=7075200414403338376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Kaiapoi
Kaiapoi Community Dental Clinic,"65 Raven Quay, Kaiapoi 7630, New Zealand",,,,5,2,OPERATIONAL,https://maps.google.com/?cid=1428666472559706690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Canterbury,Kaiapoi
North Canterbury Dental Care,"164 Williams Street, Kaiapoi 7630, New Zealand",03 327 8943,+64 3 327 8943,http://www.northcanterburydental.co.nz/,4.6,20,OPERATIONAL,https://maps.google.com/?cid=15522086631455504988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Kaiapoi
