name,address,phone_national,phone_international,email,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,suburb_town,city,price,date_scraped,description,services
The Dental Institute,"Tribune First Floor/113 Karamu Road North, Hastings 4122, New Zealand",06 870 6362,+64 6 870 6362,,http://www.tdi.nz/,4.6,7,OPERATIONAL,https://maps.google.com/?cid=14527071623029185221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,dentist,Hawke's Bay,Hastings,Hastings,no_prices,2026-03-18,,
The Dentists - Taradale,"18 Meeanee Road, Taradale, Napier 4112, New Zealand",06 844 2718,+64 6 844 2718,,https://www.dentiststaradale.co.nz/,4.9,220,OPERATIONAL,https://maps.google.com/?cid=8450697217560955499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Hawke's Bay,Taradale,Napier,no_prices,2026-03-18,,
The Hastings Health Centre,"303 Saint Aubyn Street West, Hastings 4122, New Zealand",06 873 8999,+64 6 873 8999,,https://hastingshealth.co.nz/,4,213,OPERATIONAL,https://maps.google.com/?cid=3371442478826506928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,dentist,Hawke's Bay,Hastings,Hastings,no_prices,2026-03-18,,
The Oral Surgery Centre,"98 Wellesley Road, Napier South, Napier 4110, New Zealand",06 835 0887,+64 6 835 0887,,http://www.oralsurgerycentre.co.nz/,4.5,17,OPERATIONAL,https://maps.google.com/?cid=1353217605681861791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,oral_surgeon,Hawke's Bay,Napier South,Napier,no_prices,2026-03-18,,
Waipawa Dental - S Jenkinson,"43 Waverley Street, Waipawa 4210, New Zealand",06 857 8842,+64 6 857 8842,,,4.7,12,OPERATIONAL,https://maps.google.com/?cid=879934546836213108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Monday: 8:30 AM – 12:30 PM, 1:30 – 5:00 PM; Tuesday: 8:30 AM – 12:30 PM, 1:30 – 5:00 PM; Wednesday: 8:30 AM – 12:30 PM, 1:30 – 5:00 PM; Thursday: 8:30 AM – 12:30 PM, 1:30 – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed",dentist,Hawke's Bay,Waipawa,Waipawa,no_prices,2026-03-18,,
BDL Denture Clinic,"151 Heretaunga Street, Palmerston North Central, Palmerston North 4414, New Zealand",06 355 0022,+64 6 355 0022,,http://www.denturespalmerstonnorth.co.nz/,4.6,46,OPERATIONAL,https://maps.google.com/?cid=10025326415493749105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,dentures,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Broadway Dental Hygiene,"266 Broadway Avenue, Palmerston North Central, Palmerston North 4414, New Zealand",022 080 0411,+64 22 080 0411,,https://www.broadwaydentalhygiene.co.nz/,4,6,OPERATIONAL,https://maps.google.com/?cid=15667939368394879242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:15 AM – 2:00 PM; Tuesday: 9:15 AM – 2:00 PM; Wednesday: 9:15 AM – 2:00 PM; Thursday: 9:15 AM – 2:00 PM; Friday: 9:15 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,hygienist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Broadway Specialists Centre,"266 Broadway Avenue, Terrace End, Palmerston North 4410, New Zealand",06 359 0242,+64 6 359 0242,,,4.7,13,OPERATIONAL,https://maps.google.com/?cid=13442745041607976494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,specialist,Manawatū-Whanganui,Terrace End,Palmerston North,no_prices,2026-03-18,,
Bulls Dental,"13 Criterion Street, Bulls 4818, New Zealand",06 927 0938,+64 6 927 0938,,,5,3,CLOSED_PERMANENTLY,https://maps.google.com/?cid=16065084583438891845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Manawatū-Whanganui,Bulls,Bulls,no_prices,2026-03-18,,
Carpenters Dental Palmerston North,"332 Broadway Avenue, Palmerston North Central, Palmerston North 4414, New Zealand",06 355 8218,+64 6 355 8218,,http://www.carpentersdental.co.nz/,4.2,75,OPERATIONAL,https://maps.google.com/?cid=17728271361831827796&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:45 AM – 5:00 PM; Tuesday: 7:45 AM – 5:00 PM; Wednesday: 7:45 AM – 5:00 PM; Thursday: 7:45 AM – 5:00 PM; Friday: 7:45 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Carpenters Dental Taihape,"97 Hautapu Street, Taihape 4720, New Zealand",06 388 2029,+64 6 388 2029,,http://www.carpentersdental.co.nz/,,,CLOSED_PERMANENTLY,https://maps.google.com/?cid=5292268602041303004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Manawatū-Whanganui,Taihape,Taihape,no_prices,2026-03-18,,
Central Endodontics,"270 Broadway Avenue, Palmerston North Central, Palmerston North 4410, New Zealand",06 222 3565,+64 6 222 3565,,https://pnendo.co.nz/,5,4,OPERATIONAL,https://maps.google.com/?cid=2269060355652315808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,endodontist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Cliff Dental,"1A Cross Street, Castlecliff, Whanganui 4501, New Zealand",06 344 3680,+64 6 344 3680,,http://cliffdental.co.nz/,4.3,27,OPERATIONAL,https://maps.google.com/?cid=3454539938302910424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Castlecliff,Whanganui,no_prices,2026-03-18,,
Courtney Orthodontics On Elmira,"9 Elmira Avenue, Hokowhitu, Palmerston North 4410, New Zealand",06 354 9606,+64 6 354 9606,,https://lumino.co.nz/dentists/courtney-orthodontics-elmira-palmerston-north/,4,10,OPERATIONAL,https://maps.google.com/?cid=7613718654463821635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,orthodontist,Manawatū-Whanganui,Hokowhitu,Palmerston North,no_prices,2026-03-18,,
Dannevirke Dental Health Center,"24 Allardice Street, Dannevirke 4930, New Zealand",06 374 8736,+64 6 374 8736,,,3.3,13,OPERATIONAL,https://maps.google.com/?cid=11303113390729000558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Dannevirke,Dannevirke,no_prices,2026-03-18,,
Dentist On Glasgow . Wanganui,"134 Glasgow Street, Whanganui 4500, New Zealand",06 345 0351,+64 6 345 0351,,https://www.dentistonglasgow.co.nz/,4.5,34,OPERATIONAL,https://maps.google.com/?cid=14902667045950041566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Whanganui,Whanganui,no_prices,2026-03-18,,
Denture Services,"6 Vivian Street, Palmerston North Central, Palmerston North 4414, New Zealand",06 356 1600,+64 6 356 1600,,,5,1,OPERATIONAL,https://maps.google.com/?cid=7607976920630766006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentures,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Dr Ross J Murray,"250 Grey Street, Palmerston North Central, Papaioea 4414, New Zealand",06 357 4575,+64 6 357 4575,,,4.5,2,OPERATIONAL,https://maps.google.com/?cid=12806759269324727760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Glenn Kirk Oral Surgeon Ltd,"c/- Broadway Specialists Centre 266 Broadway Avenue, Terrace End, Palmerston North 4410, New Zealand",06 359 0242,+64 6 359 0242,,,4.9,29,OPERATIONAL,https://maps.google.com/?cid=5591990137208742463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,oral_surgeon,Manawatū-Whanganui,Terrace End,Palmerston North,no_prices,2026-03-18,,
Grey Street Dental Surgery,"188 Grey Street, Palmerston North Central, Palmerston North 4414, New Zealand",06 357 1285,+64 6 357 1285,,https://www.healthpoint.co.nz/dentistry/general-dentist/grey-street-dental-surgery/,4.7,23,OPERATIONAL,https://maps.google.com/?cid=17168691196345092600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Hazelhurst Dentalcare,"371 Wellington Road, Marton 4710, New Zealand",06 327 7787,+64 6 327 7787,,,4.1,15,OPERATIONAL,https://maps.google.com/?cid=9587500736784314526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Manawatū-Whanganui,Marton,Marton,no_prices,2026-03-18,,
Highbury Dental,"12 Brentwood Avenue, Highbury, Palmerston North 4412, New Zealand",06 222 3585,+64 6 222 3585,,http://highburydental.co.nz/,4.8,18,OPERATIONAL,https://maps.google.com/?cid=2896301177206876974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Highbury,Palmerston North,no_prices,2026-03-18,,
Hui Wang Dental,"250 Grey Street, Palmerston North Central, Palmerston North 4414, New Zealand",06 357 9680,+64 6 357 9680,,,4.8,12,OPERATIONAL,https://maps.google.com/?cid=5023376481568349104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
ICONA New Zealand,"141 Harrisons Line, Kelvin Grove, Palmerston North 4470, New Zealand",06 352 0099,+64 6 352 0099,,http://www.icona.co.nz/,5,9,OPERATIONAL,https://maps.google.com/?cid=15911255458630088839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Kelvin Grove,Palmerston North,no_prices,2026-03-18,,
Kevin Wong Dental Surgery - Pahiatua,"44 Mangahao Road, Pahiatua 4910, New Zealand",06 376 8536,+64 6 376 8536,,,4.8,16,OPERATIONAL,https://maps.google.com/?cid=9709379971861901527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Pahiatua,Pahiatua,no_prices,2026-03-18,,
Kwok Joe Dental,"11 Grey Street, Palmerston North Central, Palmerston North 4410, New Zealand",06 355 3388,+64 6 355 3388,,http://www.kwokjoedental.co.nz/,4.6,18,OPERATIONAL,https://maps.google.com/?cid=10601450182563506574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Levin Dental Centre- Best Dental Clinic Levin,"298 Oxford Street, Levin 5510, New Zealand",06 368 5209,+64 6 368 5209,,https://www.levindentalcentre.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=14316350195911192205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Levin,Levin,no_prices,2026-03-18,,
Lovelysmiles Professional Teeth Whitening,"6 Roberts Line, Kelvin Grove, Palmerston North 4414, New Zealand",022 406 0571,+64 22 406 0571,,,,,OPERATIONAL,https://maps.google.com/?cid=8352593421063486757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,whitening,Manawatū-Whanganui,Kelvin Grove,Palmerston North,no_prices,2026-03-18,,
Lumino Broadway Dental | Lumino The Dentists,"187 Broadway Avenue, Palmerston North Central, Palmerston North 4410, New Zealand",06 358 5386,+64 6 358 5386,,https://lumino.co.nz/dentists/lumino-broadway-dental/,4.1,78,OPERATIONAL,https://maps.google.com/?cid=4902226897276799615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Lumino Feilding | Lumino The Dentists,"69 Stafford Street, Feilding 4702, New Zealand",06 323 4119,+64 6 323 4119,,https://lumino.co.nz/dentists/lumino-feilding/,4.3,12,OPERATIONAL,https://maps.google.com/?cid=11439712508128296356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Feilding,Feilding,no_prices,2026-03-18,,
Lumino Main Street | Lumino The Dentists,"506 Main Street, Palmerston North Central, Palmerston North 4440, New Zealand",06 358 4102,+64 6 358 4102,,https://lumino.co.nz/dentists/lumino-main-street/,3.9,21,OPERATIONAL,https://maps.google.com/?cid=6309556697818848532&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Lumino Manawatu Dental | Lumino The Dentists,"254 Church Street, Palmerston North Central, Palmerston North 4410, New Zealand",06 358 3988,+64 6 358 3988,,https://lumino.co.nz/dentists/lumino-manawatu-dental/,4.8,17,OPERATIONAL,https://maps.google.com/?cid=9308995270630886627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 12:15 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Lumino Palmerston North | Lumino The Dentists,"The Palm Medical Centre, Suite 1/445 Ferguson Street, Palmerston North Central, Palmerston North 4410, New Zealand",06 356 9020,+64 6 356 9020,,https://lumino.co.nz/dentists/palmerston-north-dental-practice/,3.6,45,OPERATIONAL,https://maps.google.com/?cid=7865709145856736350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North,Palmerston North,no_prices,2026-03-18,,
Lumino Whanganui | Lumino The Dentists,"161 Wicksteed Street, Whanganui 4500, New Zealand",06 345 7979,+64 6 345 7979,,https://lumino.co.nz/dentists/lumino-whanganui/,4.2,17,OPERATIONAL,https://maps.google.com/?cid=6509540151363921641&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Whanganui,Whanganui,no_prices,2026-03-18,,
M Dental,"18 Victoria Avenue, Palmerston North Central, Palmerston North 4410, New Zealand",06 355 5273,+64 6 355 5273,,http://www.mdental.co.nz/,3.9,47,OPERATIONAL,https://maps.google.com/?cid=16377178472293517553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Main St Dental Centre,"484 Main Street, Foxton 4814, New Zealand",,,,,,,OPERATIONAL,https://maps.google.com/?cid=15487226124543871525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Manawatū-Whanganui,Foxton,Foxton,no_prices,2026-03-18,,
Ohakune Dental,"16 Goldfinch Street, Ohakune 4625, New Zealand",06 385 9202,+64 6 385 9202,,http://www.ohakunedental.co.nz/,5,14,OPERATIONAL,https://maps.google.com/?cid=307737821044156866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 3:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: Closed; Thursday: 9:00 AM – 3:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Ohakune,Ohakune,no_prices,2026-03-18,,
Primecare Dental Palmerston North,"6 Vivian Street, Palmerston North Central, Palmerston North 4414, New Zealand",06 358 5882,+64 6 358 5882,,https://primecaredental.co.nz/contact-us/palmerston-north/,4.9,355,OPERATIONAL,https://maps.google.com/?cid=13244673064637183164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Queen Street Dental Centre,"553 Queen Street East, Levin 5510, New Zealand",06 368 7788,+64 6 368 7788,,https://www.qsdc.co.nz/,4.4,67,OPERATIONAL,https://maps.google.com/?cid=4691816776989828137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North,Levin,no_prices,2026-03-18,,
Rapid Response Dental,"277 Broadway Avenue, Palmerston North Central, Palmerston North 4414, New Zealand",06 358 8277,+64 6 358 8277,,https://www.rapidresponsedental.co.nz/,4.4,53,OPERATIONAL,https://maps.google.com/?cid=14959161709552176688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 6:30 PM; Thursday: 8:00 AM – 7:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North Central,Palmerston North,no_prices,2026-03-18,,
Rapid Response Dental,"15A Queen Street, Dannevirke 4930, New Zealand",06 374 8644,+64 6 374 8644,,http://www.rapidresponsedental.co.nz/,4.5,13,OPERATIONAL,https://maps.google.com/?cid=8158693308751158001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Dannevirke,Dannevirke,no_prices,2026-03-18,,
Rapid Response Dental,"112 Fergusson Street, Feilding 4702, New Zealand",,,,,5,1,OPERATIONAL,https://maps.google.com/?cid=11965995266357442932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Manawatū-Whanganui,Palmerston North,Feilding,no_prices,2026-03-18,,
Ross dental clinic,"25 Freyberg Street, Roslyn, Palmerston North 4414, New Zealand",06 358 4572,+64 6 358 4572,,,,,OPERATIONAL,https://maps.google.com/?cid=15096676937410785116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Manawatū-Whanganui,Roslyn,Palmerston North,no_prices,2026-03-18,,
